Age,DailyRate,DistanceFromHome,Education,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,index,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime
32.0,1198.0,4.0,3.0,1.0,2158.0,2.0,84.0,3.0,1.0,2.0,3858.0,6396.0,1.0,20.0,3.0,4.0,80.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,267,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
54.0,668.0,28.0,4.0,1.0,2159.0,1.0,50.0,3.0,1.0,4.0,4405.0,21189.0,2.0,16.0,3.0,2.0,80.0,1.0,16.0,3.0,2.0,9.0,7.0,0.0,0.0,1281,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
33.0,1117.0,9.0,4.0,1.0,2160.0,4.0,52.0,3.0,1.0,3.0,3961.0,26358.0,8.0,18.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,5.0,3.0,1.0,2.0,50,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,Yes
41.0,450.0,15.0,2.0,1.0,2161.0,3.0,96.0,2.0,3.0,4.0,11411.0,17416.0,0.0,15.0,3.0,2.0,80.0,1.0,12.0,3.0,3.0,11.0,9.0,2.0,8.0,1040,Non-Travel,Research & Development,Medical,Male,Research Director,Divorced,Yes,No
45.0,871.0,22.0,5.0,1.0,2162.0,1.0,53.0,3.0,3.0,4.0,15323.0,17617.0,2.0,15.0,3.0,2.0,80.0,0.0,16.0,2.0,3.0,2.0,0.0,0.0,0.0,784,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Yes,No
43.0,1179.0,9.0,5.0,1.0,2163.0,4.0,70.0,2.0,2.0,4.0,5621.0,16092.0,8.0,15.0,3.0,4.0,80.0,1.0,6.0,4.0,1.0,4.0,2.0,0.0,2.0,1297,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Married,Yes,Yes
28.0,1286.0,5.0,1.0,1.0,2164.0,1.0,55.0,2.0,1.0,4.0,4125.0,12908.0,0.0,18.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,5.0,2.0,3.0,4.0,35,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Divorced,Yes,No
36.0,591.0,3.0,1.0,1.0,2165.0,3.0,46.0,3.0,2.0,2.0,4925.0,21841.0,0.0,14.0,3.0,1.0,80.0,2.0,5.0,3.0,2.0,4.0,2.0,1.0,2.0,750,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,Yes
38.0,617.0,8.0,4.0,1.0,2166.0,3.0,103.0,3.0,1.0,3.0,5139.0,9535.0,1.0,18.0,3.0,2.0,80.0,0.0,7.0,2.0,1.0,5.0,4.0,1.0,4.0,989,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
49.0,327.0,9.0,4.0,1.0,2167.0,2.0,71.0,3.0,1.0,3.0,3203.0,7976.0,4.0,13.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,3.0,2.0,2.0,0.0,1069,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
52.0,1333.0,27.0,3.0,1.0,2168.0,4.0,52.0,3.0,3.0,1.0,16098.0,23610.0,4.0,13.0,3.0,2.0,80.0,0.0,24.0,2.0,3.0,4.0,2.0,1.0,2.0,1383,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
34.0,401.0,3.0,3.0,1.0,2169.0,3.0,102.0,2.0,2.0,4.0,4989.0,17552.0,1.0,20.0,3.0,1.0,80.0,2.0,11.0,3.0,3.0,11.0,9.0,9.0,7.0,1287,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
46.0,684.0,2.0,5.0,1.0,2170.0,1.0,47.0,3.0,2.0,4.0,6378.0,12656.0,4.0,13.0,3.0,3.0,80.0,0.0,14.0,3.0,3.0,10.0,7.0,0.0,2.0,1208,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
41.0,1074.0,4.0,4.0,1.0,2171.0,2.0,51.0,3.0,2.0,4.0,7354.0,7581.0,7.0,13.0,3.0,3.0,80.0,0.0,18.0,1.0,3.0,2.0,0.0,0.0,0.0,672,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,No
31.0,764.0,9.0,3.0,1.0,2172.0,4.0,65.0,3.0,1.0,2.0,3132.0,8490.0,6.0,19.0,3.0,4.0,80.0,1.0,7.0,1.0,1.0,3.0,2.0,2.0,2.0,1278,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,Yes
41.0,1051.0,3.0,2.0,1.0,2173.0,2.0,42.0,3.0,2.0,1.0,7382.0,20889.0,3.0,16.0,3.0,4.0,80.0,1.0,11.0,3.0,3.0,7.0,7.0,1.0,7.0,675,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,Yes,No
35.0,288.0,23.0,1.0,1.0,2174.0,4.0,41.0,3.0,2.0,4.0,5937.0,9133.0,2.0,21.0,4.0,4.0,80.0,0.0,10.0,3.0,2.0,5.0,4.0,1.0,4.0,888,Non-Travel,Sales,Marketing,Female,Sales Executive,Married,Yes,Yes
33.0,250.0,26.0,3.0,1.0,2175.0,2.0,45.0,3.0,3.0,4.0,8033.0,25543.0,1.0,22.0,4.0,4.0,80.0,2.0,10.0,3.0,2.0,10.0,4.0,1.0,8.0,1262,Travel_Frequently,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,Yes
45.0,383.0,3.0,3.0,1.0,2176.0,4.0,64.0,2.0,1.0,1.0,3629.0,10362.0,0.0,13.0,3.0,3.0,80.0,1.0,10.0,4.0,3.0,9.0,6.0,6.0,7.0,331,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Yes,Yes
26.0,1274.0,18.0,1.0,1.0,2177.0,3.0,85.0,3.0,1.0,4.0,3393.0,14024.0,1.0,24.0,4.0,1.0,80.0,1.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,1326,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,Yes
56.0,241.0,2.0,2.0,1.0,2178.0,1.0,76.0,3.0,3.0,4.0,10302.0,19631.0,3.0,15.0,3.0,4.0,80.0,1.0,23.0,4.0,3.0,2.0,0.0,1.0,0.0,580,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Yes,No
49.0,1002.0,5.0,2.0,1.0,2179.0,4.0,88.0,3.0,2.0,4.0,4999.0,10880.0,1.0,18.0,3.0,3.0,80.0,0.0,10.0,0.0,3.0,9.0,0.0,0.0,7.0,402,Travel_Rarely,Sales,Technical Degree,Female,Sales Executive,Single,Yes,No
40.0,576.0,4.0,3.0,1.0,2180.0,3.0,46.0,3.0,3.0,3.0,9599.0,11831.0,1.0,16.0,3.0,3.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,6.0,7.0,1204,Travel_Frequently,Sales,Medical,Female,Sales Representative,Married,Yes,Yes
31.0,1259.0,3.0,4.0,1.0,2181.0,4.0,43.0,3.0,1.0,1.0,3409.0,21122.0,1.0,14.0,3.0,4.0,80.0,1.0,2.0,5.0,3.0,2.0,0.0,0.0,0.0,1424,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Yes,No
39.0,964.0,9.0,2.0,1.0,2182.0,2.0,57.0,2.0,2.0,2.0,9087.0,15809.0,2.0,13.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,4.0,2.0,0.0,2.0,213,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Yes,No
50.0,391.0,7.0,3.0,1.0,2183.0,1.0,101.0,2.0,2.0,3.0,5066.0,15060.0,2.0,14.0,3.0,4.0,80.0,0.0,18.0,0.0,3.0,3.0,2.0,2.0,2.0,376,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Yes,No
32.0,826.0,3.0,4.0,1.0,2184.0,2.0,86.0,3.0,2.0,2.0,5537.0,6401.0,1.0,21.0,4.0,1.0,80.0,0.0,9.0,2.0,3.0,8.0,7.0,6.0,5.0,381,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,Yes,No
53.0,1408.0,11.0,2.0,1.0,2185.0,4.0,87.0,2.0,3.0,2.0,12836.0,25464.0,3.0,17.0,3.0,2.0,80.0,0.0,27.0,1.0,2.0,5.0,2.0,0.0,3.0,257,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,Yes,No
32.0,315.0,3.0,3.0,1.0,2186.0,4.0,60.0,2.0,1.0,4.0,4741.0,16074.0,1.0,13.0,3.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,302,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Single,Yes,No
37.0,505.0,3.0,4.0,1.0,2187.0,3.0,101.0,3.0,2.0,4.0,7202.0,8667.0,1.0,13.0,3.0,4.0,80.0,0.0,14.0,2.0,4.0,14.0,10.0,4.0,10.0,1113,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,No
31.0,1261.0,19.0,3.0,1.0,2188.0,4.0,94.0,3.0,2.0,3.0,10077.0,14873.0,1.0,15.0,3.0,4.0,80.0,0.0,8.0,2.0,3.0,7.0,7.0,0.0,7.0,365,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
32.0,718.0,2.0,3.0,1.0,2189.0,4.0,89.0,3.0,1.0,1.0,3181.0,7352.0,2.0,13.0,3.0,2.0,80.0,0.0,6.0,2.0,2.0,4.0,2.0,1.0,2.0,642,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,No
44.0,980.0,4.0,3.0,1.0,2190.0,3.0,65.0,2.0,2.0,2.0,9166.0,14240.0,2.0,13.0,3.0,3.0,80.0,1.0,14.0,4.0,3.0,5.0,4.0,0.0,4.0,1365,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Single,Yes,No
37.0,1401.0,2.0,5.0,1.0,2191.0,2.0,51.0,3.0,1.0,4.0,3714.0,10043.0,1.0,13.0,3.0,4.0,80.0,1.0,10.0,4.0,2.0,10.0,8.0,7.0,7.0,1350,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,No
45.0,322.0,2.0,4.0,1.0,2192.0,2.0,99.0,3.0,1.0,1.0,3614.0,21834.0,3.0,17.0,3.0,2.0,80.0,1.0,9.0,4.0,3.0,5.0,2.0,1.0,2.0,122,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Yes,Yes
39.0,443.0,17.0,2.0,1.0,2193.0,3.0,43.0,2.0,2.0,2.0,6172.0,18463.0,2.0,17.0,3.0,3.0,80.0,1.0,12.0,1.0,1.0,4.0,2.0,1.0,3.0,1384,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
43.0,938.0,15.0,3.0,1.0,2194.0,1.0,85.0,2.0,3.0,3.0,10473.0,26715.0,1.0,14.0,3.0,4.0,80.0,1.0,18.0,2.0,3.0,17.0,14.0,12.0,11.0,1312,Travel_Rarely,Human Resources,Human Resources,Male,Human Resources,Married,Yes,No
43.0,866.0,3.0,1.0,1.0,2195.0,4.0,91.0,2.0,1.0,4.0,3410.0,24076.0,0.0,21.0,4.0,4.0,80.0,0.0,6.0,2.0,2.0,4.0,2.0,2.0,3.0,452,Travel_Rarely,Sales,Other,Male,Sales Executive,Married,Yes,No
47.0,1222.0,7.0,4.0,1.0,2196.0,1.0,83.0,4.0,2.0,3.0,6981.0,7706.0,4.0,18.0,3.0,4.0,80.0,1.0,10.0,1.0,3.0,4.0,2.0,0.0,2.0,481,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,Yes
37.0,325.0,14.0,3.0,1.0,2197.0,3.0,42.0,3.0,1.0,3.0,3616.0,5679.0,1.0,19.0,3.0,4.0,80.0,1.0,9.0,3.0,3.0,8.0,2.0,0.0,6.0,410,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
56.0,273.0,19.0,2.0,1.0,2198.0,2.0,47.0,3.0,2.0,4.0,6092.0,17682.0,3.0,20.0,3.0,4.0,80.0,1.0,12.0,4.0,3.0,10.0,7.0,0.0,7.0,856,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Yes,No
41.0,1333.0,2.0,4.0,1.0,2199.0,4.0,91.0,3.0,2.0,2.0,5241.0,10021.0,0.0,16.0,3.0,1.0,80.0,1.0,16.0,3.0,3.0,14.0,12.0,4.0,7.0,1019,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
36.0,884.0,6.0,2.0,1.0,2200.0,4.0,74.0,2.0,2.0,2.0,6496.0,17362.0,3.0,13.0,3.0,1.0,80.0,1.0,12.0,2.0,3.0,7.0,1.0,2.0,5.0,820,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Divorced,Yes,No
35.0,435.0,8.0,2.0,1.0,2201.0,1.0,42.0,3.0,3.0,4.0,10785.0,10710.0,1.0,19.0,3.0,1.0,80.0,1.0,13.0,4.0,3.0,13.0,7.0,8.0,8.0,801,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,Yes
35.0,1402.0,8.0,2.0,1.0,2202.0,4.0,100.0,4.0,1.0,2.0,3206.0,25620.0,8.0,19.0,3.0,4.0,80.0,0.0,9.0,3.0,3.0,4.0,2.0,0.0,2.0,462,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
61.0,1204.0,16.0,4.0,1.0,2203.0,1.0,89.0,3.0,2.0,1.0,6083.0,13962.0,7.0,15.0,3.0,4.0,80.0,0.0,10.0,1.0,3.0,3.0,2.0,2.0,2.0,553,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,Yes
45.0,308.0,10.0,4.0,1.0,2204.0,3.0,43.0,3.0,1.0,4.0,3508.0,12814.0,0.0,20.0,3.0,1.0,80.0,0.0,10.0,4.0,3.0,8.0,7.0,1.0,7.0,567,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,Yes,No
28.0,748.0,11.0,2.0,1.0,2205.0,1.0,100.0,4.0,2.0,3.0,4866.0,10568.0,0.0,19.0,3.0,4.0,80.0,1.0,6.0,4.0,2.0,4.0,2.0,1.0,3.0,278,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Divorced,Yes,No
52.0,933.0,2.0,4.0,1.0,2206.0,2.0,98.0,3.0,2.0,3.0,7238.0,16104.0,6.0,13.0,3.0,4.0,80.0,1.0,12.0,3.0,3.0,6.0,3.0,0.0,1.0,245,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,Yes,No
34.0,1402.0,21.0,4.0,1.0,2207.0,3.0,76.0,3.0,3.0,1.0,8707.0,5659.0,0.0,13.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,9.0,7.0,6.0,7.0,1123,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Yes,Yes
35.0,770.0,10.0,3.0,1.0,2208.0,3.0,50.0,3.0,3.0,3.0,10993.0,27691.0,4.0,21.0,4.0,3.0,80.0,1.0,13.0,2.0,4.0,11.0,7.0,4.0,7.0,1469,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,No
32.0,1206.0,2.0,3.0,1.0,2209.0,3.0,87.0,3.0,1.0,4.0,3150.0,8086.0,1.0,13.0,3.0,3.0,80.0,1.0,6.0,5.0,4.0,5.0,3.0,0.0,3.0,1200,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Divorced,Yes,Yes
57.0,327.0,8.0,4.0,1.0,2210.0,4.0,102.0,3.0,4.0,2.0,18574.0,6699.0,6.0,15.0,3.0,1.0,80.0,0.0,34.0,4.0,3.0,7.0,3.0,6.0,7.0,465,Travel_Frequently,Research & Development,Medical,Female,Healthcare Representative,Married,Yes,No
36.0,599.0,10.0,3.0,1.0,2211.0,2.0,55.0,2.0,2.0,4.0,5452.0,6970.0,3.0,15.0,3.0,3.0,80.0,0.0,10.0,5.0,2.0,7.0,7.0,0.0,1.0,1211,Travel_Frequently,Sales,Medical,Male,Sales Executive,Divorced,Yes,No
56.0,300.0,8.0,1.0,1.0,2212.0,4.0,47.0,2.0,3.0,2.0,13215.0,26524.0,1.0,16.0,3.0,4.0,80.0,1.0,32.0,3.0,3.0,31.0,8.0,13.0,0.0,1034,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,Yes
34.0,1462.0,2.0,3.0,1.0,2213.0,4.0,70.0,3.0,1.0,2.0,4489.0,11613.0,0.0,22.0,4.0,1.0,80.0,1.0,12.0,2.0,3.0,11.0,8.0,4.0,7.0,1093,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,Yes
29.0,923.0,18.0,2.0,1.0,2214.0,3.0,46.0,2.0,1.0,2.0,3472.0,20279.0,1.0,19.0,3.0,3.0,80.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,1189,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Yes,No
41.0,452.0,10.0,2.0,1.0,2215.0,1.0,103.0,3.0,2.0,4.0,6029.0,8501.0,1.0,13.0,3.0,3.0,80.0,1.0,10.0,1.0,3.0,10.0,7.0,1.0,8.0,286,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Divorced,Yes,Yes
45.0,401.0,3.0,3.0,1.0,2216.0,4.0,50.0,3.0,3.0,4.0,10202.0,20108.0,2.0,15.0,3.0,3.0,80.0,1.0,23.0,3.0,1.0,19.0,7.0,11.0,8.0,289,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,No
30.0,566.0,23.0,3.0,1.0,2217.0,3.0,73.0,1.0,1.0,4.0,3408.0,24337.0,1.0,19.0,3.0,2.0,80.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,222,Travel_Frequently,Research & Development,Other,Male,Research Director,Divorced,Yes,Yes
45.0,883.0,7.0,3.0,1.0,2218.0,1.0,86.0,2.0,4.0,3.0,18290.0,23718.0,6.0,14.0,3.0,4.0,80.0,0.0,20.0,2.0,3.0,15.0,11.0,5.0,13.0,168,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Yes,No
49.0,631.0,3.0,4.0,1.0,2219.0,3.0,92.0,3.0,2.0,2.0,5710.0,6252.0,6.0,13.0,3.0,4.0,80.0,1.0,5.0,3.0,1.0,2.0,0.0,0.0,0.0,1186,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Yes,Yes
37.0,305.0,2.0,4.0,1.0,2220.0,2.0,78.0,4.0,1.0,4.0,4228.0,15457.0,2.0,17.0,3.0,3.0,80.0,0.0,10.0,2.0,3.0,4.0,2.0,1.0,3.0,249,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
45.0,515.0,24.0,3.0,1.0,2221.0,3.0,84.0,2.0,3.0,4.0,10790.0,7844.0,5.0,14.0,3.0,3.0,80.0,1.0,18.0,4.0,3.0,2.0,0.0,0.0,0.0,1219,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,Yes,No
55.0,1012.0,2.0,4.0,1.0,2222.0,4.0,61.0,3.0,3.0,3.0,10532.0,11880.0,6.0,18.0,3.0,1.0,80.0,1.0,31.0,2.0,1.0,5.0,4.0,1.0,4.0,389,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,Yes
48.0,1074.0,18.0,1.0,1.0,2223.0,1.0,91.0,3.0,3.0,3.0,10553.0,11260.0,5.0,13.0,3.0,4.0,80.0,0.0,26.0,3.0,2.0,3.0,2.0,1.0,2.0,641,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
45.0,461.0,10.0,4.0,1.0,2224.0,3.0,48.0,3.0,1.0,3.0,3928.0,8665.0,3.0,22.0,4.0,2.0,80.0,1.0,10.0,1.0,2.0,6.0,3.0,3.0,3.0,170,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Yes,Yes
43.0,676.0,9.0,4.0,1.0,2225.0,2.0,93.0,3.0,3.0,3.0,13147.0,15669.0,8.0,18.0,3.0,3.0,80.0,0.0,19.0,3.0,2.0,17.0,7.0,2.0,12.0,680,Travel_Rarely,Research & Development,Other,Male,Research Scientist,Single,Yes,No
45.0,655.0,8.0,3.0,1.0,2226.0,2.0,73.0,3.0,4.0,4.0,17451.0,17915.0,1.0,14.0,3.0,2.0,80.0,1.0,23.0,4.0,2.0,23.0,7.0,12.0,8.0,59,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Yes,No
51.0,560.0,7.0,1.0,1.0,2227.0,3.0,51.0,2.0,3.0,3.0,13555.0,13712.0,2.0,20.0,3.0,2.0,80.0,1.0,28.0,3.0,3.0,14.0,10.0,2.0,11.0,374,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,No
26.0,1274.0,4.0,4.0,1.0,2228.0,3.0,57.0,2.0,1.0,4.0,3856.0,6884.0,0.0,13.0,3.0,2.0,80.0,1.0,2.0,4.0,3.0,1.0,0.0,0.0,0.0,1,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
37.0,1316.0,3.0,4.0,1.0,2229.0,4.0,69.0,2.0,1.0,3.0,3781.0,10738.0,3.0,13.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,4.0,7.0,31,Travel_Rarely,Research & Development,Other,Male,Healthcare Representative,Married,Yes,Yes
44.0,600.0,7.0,2.0,1.0,2230.0,2.0,52.0,4.0,1.0,3.0,4312.0,20339.0,1.0,14.0,3.0,3.0,80.0,0.0,10.0,3.0,3.0,10.0,6.0,0.0,7.0,447,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
50.0,779.0,7.0,2.0,1.0,2231.0,4.0,99.0,3.0,1.0,3.0,3683.0,13793.0,2.0,13.0,3.0,3.0,80.0,1.0,18.0,3.0,3.0,9.0,7.0,6.0,7.0,817,Non-Travel,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,No
31.0,698.0,5.0,3.0,1.0,2232.0,2.0,82.0,3.0,1.0,3.0,3389.0,19370.0,1.0,20.0,3.0,3.0,80.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,752,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,No
39.0,939.0,16.0,4.0,1.0,2233.0,3.0,52.0,4.0,1.0,1.0,3760.0,10602.0,1.0,17.0,3.0,3.0,80.0,0.0,18.0,1.0,3.0,16.0,12.0,13.0,13.0,423,Non-Travel,Sales,Other,Female,Sales Executive,Married,Yes,No
41.0,292.0,2.0,3.0,1.0,2234.0,3.0,86.0,3.0,3.0,3.0,8227.0,17154.0,4.0,15.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,2.0,0.0,0.0,0.0,1423,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,No
47.0,1077.0,19.0,3.0,1.0,2235.0,2.0,99.0,1.0,3.0,1.0,10836.0,21258.0,2.0,19.0,3.0,2.0,80.0,1.0,23.0,2.0,3.0,7.0,7.0,0.0,7.0,1427,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
35.0,421.0,19.0,3.0,1.0,2236.0,2.0,93.0,3.0,2.0,3.0,5029.0,20119.0,1.0,13.0,3.0,1.0,80.0,1.0,10.0,2.0,3.0,10.0,7.0,0.0,2.0,1106,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
39.0,260.0,7.0,3.0,1.0,2237.0,2.0,63.0,4.0,1.0,4.0,4017.0,23224.0,3.0,13.0,3.0,2.0,80.0,0.0,6.0,3.0,3.0,2.0,0.0,0.0,0.0,507,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,No
27.0,716.0,9.0,3.0,1.0,2238.0,4.0,43.0,3.0,1.0,1.0,2928.0,27777.0,1.0,20.0,3.0,1.0,80.0,1.0,2.0,3.0,2.0,2.0,0.0,1.0,0.0,539,Travel_Rarely,Sales,Marketing,Male,Sales Representative,Married,Yes,No
37.0,414.0,3.0,4.0,1.0,2239.0,3.0,81.0,3.0,1.0,3.0,3313.0,13401.0,6.0,19.0,3.0,4.0,80.0,1.0,7.0,3.0,3.0,4.0,3.0,1.0,2.0,631,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
42.0,792.0,23.0,1.0,1.0,2240.0,2.0,67.0,2.0,3.0,4.0,11866.0,11116.0,0.0,13.0,3.0,1.0,80.0,1.0,20.0,2.0,2.0,19.0,8.0,8.0,6.0,1393,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,No
46.0,484.0,23.0,3.0,1.0,2241.0,1.0,58.0,1.0,1.0,3.0,4602.0,4936.0,2.0,15.0,3.0,3.0,80.0,0.0,10.0,4.0,3.0,5.0,2.0,1.0,4.0,957,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,Yes,No
31.0,1347.0,21.0,3.0,1.0,2242.0,1.0,66.0,2.0,1.0,2.0,3864.0,20975.0,1.0,13.0,3.0,1.0,80.0,0.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,969,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Yes,No
42.0,923.0,9.0,2.0,1.0,2243.0,1.0,92.0,3.0,2.0,1.0,5861.0,14321.0,1.0,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,6.0,8.0,755,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,Yes,No
40.0,739.0,11.0,3.0,1.0,2244.0,2.0,56.0,3.0,3.0,4.0,12000.0,12245.0,1.0,15.0,3.0,3.0,80.0,2.0,10.0,1.0,3.0,10.0,7.0,0.0,7.0,320,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
40.0,402.0,20.0,3.0,1.0,2245.0,2.0,72.0,4.0,1.0,1.0,4476.0,24120.0,1.0,13.0,3.0,1.0,80.0,1.0,9.0,3.0,2.0,8.0,7.0,1.0,7.0,101,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,No
40.0,1259.0,8.0,2.0,1.0,2246.0,3.0,93.0,3.0,2.0,2.0,4919.0,14796.0,2.0,14.0,3.0,3.0,80.0,0.0,18.0,4.0,2.0,10.0,0.0,4.0,7.0,804,Non-Travel,Research & Development,Medical,Male,Manager,Single,Yes,No
52.0,648.0,8.0,2.0,1.0,2247.0,2.0,59.0,3.0,2.0,3.0,7297.0,24557.0,3.0,15.0,3.0,1.0,80.0,1.0,18.0,4.0,3.0,4.0,3.0,1.0,3.0,73,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
32.0,618.0,3.0,4.0,1.0,2248.0,1.0,84.0,3.0,1.0,3.0,4407.0,16729.0,2.0,13.0,3.0,3.0,80.0,0.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,1022,Non-Travel,Research & Development,Technical Degree,Male,Laboratory Technician,Single,Yes,No
